AAId,AId,BId,RId,SId,Date
454087,251179,null,1,1,6/2/19
454236,160607,null,2,1,6/17/19
454238,759728,null,2,1,6/17/19
454369,88631,null,2,1,5/29/19
454593,752854,null,3,1,6/19/19
454655,132316,null,1,1,5/30/19
454739,505576,null,1,1,6/18/19
454924,269741,null,2,1,6/19/19
455071,288898,null,1,1,6/18/19
455082,587111,null,2,1,6/18/19
455112,13252,null,1,1,5/25/19
455143,111871,null,2,1,5/30/19
455153,26884,null,2,1,4/29/19
455334,111190,null,2,1,6/18/19
455519,227654,null,1,1,6/19/19
455661,762636,null,2,1,6/17/19
455759,722448,null,2,1,6/2/19
455851,612605,null,2,1,6/18/19
455910,554682,null,2,1,6/17/19
455924,698449,null,1,1,6/17/19
456117,777589,null,2,1,4/29/19
456314,146870,null,2,1,5/25/19
456674,532352,null,1,1,6/17/19
456851,164753,null,2,1,5/25/19
457073,314036,null,2,1,5/25/19
457297,730645,null,2,1,5/25/19
457311,51533,null,2,1,6/2/19
457394,50174,null,2,1,5/25/19
457460,814338,null,1,1,6/18/19
457587,227442,null,1,1,4/29/19
457666,691168,null,2,1,6/2/19
457845,220476,null,1,1,4/29/19
457973,43727,null,2,1,5/25/19
458064,19043,null,2,1,6/17/19
458185,245693,null,2,1,5/25/19
458218,794314,null,1,1,6/17/19
458857,112468,null,2,1,6/17/19
459251,240556,null,1,1,6/2/19
459259,586432,null,1,1,6/2/19
459512,120210,null,2,1,6/17/19
459762,142890,null,2,1,6/2/19
459946,624660,null,2,1,6/18/19
459999,632950,null,1,1,6/2/19
460056,165891,null,2,1,6/18/19
460108,309305,null,2,1,6/18/19
460123,61124,null,1,1,6/18/19
460313,309942,null,2,1,5/30/19
460344,806262,null,1,1,5/25/19
460601,374957,null,2,1,5/25/19
460693,466232,null,1,1,5/30/19
461342,6747,null,1,1,5/25/19
461434,586555,null,2,1,5/29/19
461506,112425,null,2,1,6/17/19
461693,525041,null,1,1,4/29/19
461988,318509,null,1,1,6/17/19
462068,679264,null,2,1,5/29/19
462334,670799,null,2,1,5/29/19
462656,211828,null,1,1,6/19/19
462718,319993,null,1,1,5/29/19
463082,361199,null,2,1,6/17/19
463103,593442,null,1,1,6/19/19
463330,384364,null,1,1,6/19/19
463850,698190,null,2,1,6/19/19
464147,493056,null,1,1,6/19/19
464340,233303,null,2,1,5/29/19
464729,551723,null,2,1,4/29/19
464824,13109,null,1,1,4/29/19
464909,778860,null,3,1,6/19/19
465292,279398,null,2,1,4/29/19
465900,337128,null,1,1,5/30/19
466323,690873,null,2,1,5/29/19
466449,10947,null,2,1,5/25/19
466710,163825,null,2,1,4/29/19
467104,248022,null,1,1,6/2/19
467217,466513,null,1,1,6/2/19
467443,114001,null,2,1,6/17/19
467566,163624,null,2,1,5/29/19
467895,74446,null,1,1,6/18/19
468284,516439,null,1,1,5/30/19
468316,114358,null,1,1,6/17/19
468780,111920,null,2,1,5/29/19
469005,588472,null,1,1,5/25/19
469028,43897,null,2,1,6/2/19
469172,241898,null,2,1,5/30/19
469345,90026,null,1,1,6/2/19
469798,597632,null,1,1,4/29/19
469892,15248,null,1,1,6/19/19
470179,144180,null,1,1,6/17/19
470185,170090,null,2,1,6/17/19
470233,346519,null,2,1,6/17/19
470483,112519,null,1,1,6/17/19
470548,481022,null,1,1,6/19/19
471235,611851,null,3,1,6/17/19
471276,242337,null,2,1,5/30/19
471428,285926,null,1,1,4/29/19
471452,214715,null,1,1,5/29/19
472113,740740,null,2,1,6/19/19
472261,95801,null,2,1,5/25/19
472551,849014,null,1,1,4/29/19
472782,752613,null,2,1,4/29/19
472859,799962,null,1,1,6/19/19
473181,136829,null,1,1,5/25/19
473385,674619,null,2,1,5/25/19
473741,714420,null,2,1,6/19/19
473774,621174,null,1,1,4/29/19
473782,41774,null,2,1,4/29/19
473807,803054,null,1,1,5/25/19
473968,225241,null,2,1,5/29/19
474012,723798,null,1,1,6/19/19
474110,804491,null,1,1,6/2/19
474305,444525,null,2,1,5/29/19
474337,533081,null,1,1,6/19/19
474389,580371,null,1,1,6/17/19
474547,826495,null,1,1,6/18/19
474564,381607,null,1,1,5/30/19
474625,626685,null,2,1,6/17/19
474711,685051,null,1,1,6/17/19
474838,626957,null,3,1,6/2/19
475626,18846,null,2,1,6/17/19
475638,612378,null,3,1,6/17/19
475686,541646,null,1,1,5/29/19
476312,716787,null,2,1,6/17/19
476548,309954,null,2,1,6/17/19
476667,409632,null,1,1,4/29/19
477099,59728,null,2,1,6/2/19
477127,162211,null,2,1,5/29/19
477284,687642,null,2,1,4/29/19
477371,767450,null,2,1,5/25/19
477485,479187,null,1,1,6/19/19
477619,591144,null,1,1,5/29/19
477740,591054,null,1,1,6/19/19
477757,159765,null,2,1,5/30/19
477787,308753,null,1,1,6/2/19
478261,483117,null,1,1,4/29/19
478406,320381,null,1,1,6/17/19
478705,612398,null,1,1,6/17/19
478897,528236,null,1,1,6/19/19
479206,132839,null,2,1,4/29/19
479802,723366,null,2,1,5/30/19
479823,111374,null,2,1,6/18/19
479863,311126,null,1,1,6/17/19
480179,50848,null,2,1,5/29/19
480251,47547,null,2,1,6/18/19
480792,601384,null,3,1,5/25/19
481101,324600,null,1,1,5/25/19
481146,213004,null,3,1,6/19/19
481231,791305,null,1,1,6/18/19
481244,571840,null,1,1,4/29/19
481424,732016,null,3,1,6/18/19
481591,599080,null,1,1,6/18/19
481688,691565,null,2,1,5/30/19
481749,566077,null,1,1,5/25/19
481828,765750,null,2,1,5/29/19
481973,506632,null,1,1,6/17/19
481989,581976,null,1,1,6/2/19
482333,306308,null,2,1,6/17/19
482476,702437,null,2,1,5/29/19
482726,763964,null,2,1,5/30/19
482769,57809,null,2,1,6/17/19
482803,26825,null,2,1,6/2/19
483472,619202,null,1,1,6/17/19
483876,528242,null,1,1,5/25/19
483946,184489,null,1,1,6/2/19
484124,132931,null,1,1,4/29/19
484357,249034,null,1,1,5/25/19
484364,408709,null,1,1,5/25/19
484912,249133,null,2,1,6/18/19
484920,706859,null,2,1,5/25/19
485103,700354,null,2,1,5/29/19
485130,700178,null,2,1,6/19/19
485190,466207,null,1,1,6/19/19
485287,738476,null,2,1,5/29/19
485546,859567,null,2,1,5/29/19
485791,142825,null,1,1,5/30/19
485862,90866,null,1,1,6/17/19
486260,688518,null,2,1,5/30/19
486358,143475,null,2,1,6/19/19
486656,243985,null,1,1,5/25/19
486875,857203,null,1,1,6/19/19
487101,44501,null,2,1,5/29/19
487288,99071,null,2,1,6/2/19
487358,776983,null,2,1,6/17/19
487363,555093,null,2,1,6/17/19
487686,776138,null,2,1,5/29/19
487856,250549,null,1,1,5/25/19
488000,93606,null,1,1,5/29/19
488331,744882,null,2,1,6/19/19
488488,171624,null,2,1,4/29/19
488876,329449,null,1,1,6/19/19
488928,214749,null,3,1,5/29/19
489010,215328,null,2,1,5/29/19
489204,508018,null,2,1,6/17/19
489233,729115,null,2,1,5/30/19
489758,143590,null,2,1,5/25/19
490138,751307,null,2,1,5/30/19
490378,729160,null,2,1,5/30/19
490568,822050,null,1,1,6/17/19
490617,654952,null,3,1,5/29/19
491178,160726,null,2,1,4/29/19
491454,326683,null,2,1,6/17/19
491584,560938,null,2,1,5/29/19
491672,293001,null,2,1,5/25/19
491780,255877,null,2,1,6/18/19
491853,745346,null,2,1,6/18/19
492123,305918,null,2,1,6/17/19
492328,508624,null,2,1,5/30/19
492867,366047,null,1,1,5/29/19
493058,322609,null,2,1,4/29/19
493421,245765,null,2,1,6/18/19
493490,290152,null,1,1,5/30/19
493753,666138,null,1,1,6/18/19
494155,682959,null,2,1,5/29/19
494302,757047,null,2,1,6/17/19
494631,245769,null,2,1,6/18/19
494803,795392,null,1,1,6/2/19
495094,682914,null,2,1,5/25/19
495225,734892,null,2,1,5/30/19
495491,642943,null,3,1,6/2/19
495753,328877,null,1,1,6/19/19
495811,759560,null,2,1,6/17/19
495866,729034,null,2,1,6/2/19
496457,696978,null,1,1,5/25/19
496699,628719,null,1,1,6/17/19
496723,167543,null,2,1,6/19/19
496781,731067,null,1,1,5/25/19
497343,776838,null,2,1,5/30/19
497518,771029,null,2,1,5/25/19
497605,771000,null,2,1,6/17/19
497704,779943,null,2,1,6/17/19
497874,119109,null,1,1,5/30/19
498174,725923,null,2,1,5/25/19
498205,32210,null,1,1,6/19/19
498255,539195,null,1,1,5/25/19
499000,381420,null,2,1,6/17/19
499885,582509,null,1,1,5/25/19
500025,371665,null,1,1,6/17/19
500155,687603,null,2,1,5/30/19
500597,309068,null,2,1,5/25/19
500942,357943,null,1,1,6/2/19
501247,346470,null,1,1,4/29/19
501269,681925,null,2,1,4/29/19
501310,802899,null,1,1,5/25/19
501433,393402,null,2,1,5/25/19
501949,594919,null,2,1,6/17/19
502604,409488,null,1,1,6/2/19
503071,149931,null,1,1,6/17/19
503098,505569,null,1,1,5/30/19
503377,309208,null,2,1,6/18/19
503588,765738,null,2,1,5/25/19
503650,211195,null,3,1,6/18/19
503924,174337,null,2,1,5/25/19
504351,237101,null,2,1,5/25/19
504400,763724,null,2,1,5/25/19
504532,241410,null,2,1,6/18/19
504537,253179,null,2,1,6/18/19
504676,763396,null,1,1,6/17/19
504869,642418,null,3,1,5/25/19
504967,400288,null,1,1,5/29/19
505138,777383,null,2,1,5/25/19
505245,804811,null,1,1,6/17/19
505954,66967,null,2,1,6/18/19
506115,606286,null,2,1,6/2/19
506978,739551,null,2,1,5/29/19
507519,224885,null,2,1,6/19/19
508707,141894,null,2,1,5/25/19
508873,763633,null,2,1,5/25/19
509044,748147,null,2,1,6/17/19
509175,115146,null,1,1,4/29/19
509360,575825,null,2,1,5/29/19
509779,555604,null,2,1,5/29/19
510411,121405,null,1,1,5/25/19
510532,145913,null,2,1,6/18/19
510659,144493,null,1,1,5/25/19
510721,690248,null,2,1,6/17/19
510754,518250,null,1,1,4/29/19
510757,542317,null,1,1,4/29/19
510998,817317,null,1,1,6/2/19
511200,220232,null,1,1,6/2/19
511225,699635,null,2,1,5/29/19
511669,371675,null,1,1,6/18/19
511948,181084,null,2,1,6/18/19
512041,142983,null,2,1,6/18/19
512422,722406,null,2,1,5/29/19
512750,166267,null,2,1,6/2/19
512829,780065,null,2,1,6/18/19
512853,618920,null,1,1,4/29/19
512861,607742,null,1,1,4/29/19
512905,145333,null,1,1,5/30/19
512952,769569,null,2,1,6/2/19
513523,293305,null,2,1,5/25/19
513664,806253,null,1,1,5/25/19
513805,723383,null,2,1,6/19/19
513940,21918,null,1,1,6/19/19
514006,387311,null,1,1,6/19/19
514041,105854,null,1,1,5/25/19
514681,506715,null,1,1,4/29/19
514807,121194,null,1,1,5/25/19
515070,13531,null,1,1,6/2/19
515287,116876,null,1,1,4/29/19
515450,738805,null,2,1,4/29/19
515751,456405,null,1,1,5/25/19
515752,663771,null,3,1,5/25/19
515768,241830,null,2,1,6/17/19
515838,577471,null,1,1,6/2/19
516876,265971,null,2,1,6/19/19
516885,51841,null,2,1,6/2/19
516959,144400,null,1,1,4/29/19
517102,449091,null,2,1,6/17/19
517191,121586,null,1,1,4/29/19
517449,723049,null,2,1,5/25/19
517863,164953,null,2,1,6/18/19
518254,273276,null,2,1,6/18/19
518421,321713,null,1,1,6/18/19
518441,314081,null,2,1,5/29/19
518691,590024,null,2,1,6/2/19
518759,238991,null,1,1,6/2/19
519954,92542,null,1,1,4/29/19
520036,698098,null,2,1,6/2/19
520612,686786,null,1,1,6/18/19
520946,525542,null,1,1,5/29/19
520983,771193,null,2,1,5/25/19
521107,671075,null,2,1,5/25/19
521278,566099,null,1,1,6/18/19
521414,353867,null,1,1,4/29/19
521582,159844,null,2,1,6/17/19
521745,514282,null,1,1,6/17/19
521935,131119,null,2,1,6/17/19
522344,685756,null,2,1,6/19/19
522398,380874,null,1,1,5/30/19
522503,853218,null,1,1,6/19/19
522771,743561,null,1,1,6/2/19
522797,684848,null,1,1,6/17/19
522976,372801,null,2,1,6/17/19
523379,547495,null,2,1,5/29/19
523457,63623,null,2,1,5/25/19
523480,320432,null,2,1,5/29/19
523496,150348,null,1,1,5/25/19
524005,30713,null,1,1,6/17/19
524036,376956,null,1,1,6/2/19
524552,262794,null,2,1,5/25/19
525200,696040,null,2,1,6/18/19
525563,255970,null,2,1,5/29/19
525571,141015,null,2,1,5/29/19
525640,765685,null,2,1,4/29/19
525881,137269,null,1,1,6/2/19
526067,560057,null,1,1,5/25/19
526280,515351,null,1,1,6/2/19
526432,672599,null,2,1,6/18/19
526485,560187,null,1,1,6/18/19
526667,541640,null,1,1,6/2/19
526685,273058,null,2,1,4/29/19
526767,28714,null,1,1,6/17/19
526799,747867,null,2,1,6/18/19
526941,705135,null,2,1,6/2/19
527042,154354,null,1,1,4/29/19
527178,755660,null,2,1,6/19/19
527738,629248,null,1,1,5/29/19
527768,241556,null,2,1,5/30/19
527883,568983,null,1,1,6/2/19
527884,369634,null,1,1,6/2/19
528303,138682,null,1,1,5/29/19
528313,376378,null,2,1,6/18/19
528537,159224,null,2,1,5/29/19
528665,668818,null,0,1,5/29/19
528692,587630,null,1,1,6/18/19
528755,393231,null,2,1,6/17/19
528799,473592,null,1,1,5/29/19
528968,541249,null,1,1,6/17/19
529081,465354,null,1,1,6/18/19
529207,465350,null,1,1,6/18/19
529245,693582,null,2,1,5/30/19
529301,810263,null,1,1,6/17/19
529491,57582,null,2,1,5/30/19
529533,475917,null,2,1,5/30/19
529757,763584,null,2,1,6/17/19
530066,703489,null,2,1,6/18/19
530113,292578,null,2,1,6/2/19
530325,166611,null,2,1,6/17/19
530893,273362,null,2,1,5/29/19
531391,861696,null,1,1,6/18/19
531611,457274,null,2,1,6/19/19
531764,351502,null,2,1,6/17/19
531845,370463,null,2,1,6/2/19
532312,311198,null,1,1,6/18/19
532681,360882,null,1,1,6/19/19
532692,11394,null,2,1,6/19/19
532755,734085,null,2,1,5/25/19
533002,693785,null,2,1,6/2/19
533250,859404,null,2,1,4/29/19
533462,795152,null,1,1,6/19/19
533484,732959,null,2,1,6/19/19
533542,827508,null,1,1,5/29/19
533886,599326,null,3,1,6/17/19
533980,347512,null,1,1,5/29/19
534026,21649,null,1,1,6/19/19
534059,616279,null,1,1,6/18/19
534185,43912,null,2,1,5/30/19
534194,113061,null,2,1,5/30/19
534217,54807,null,1,1,4/29/19
534278,133776,null,2,1,6/18/19
534324,700190,null,2,1,6/2/19
534327,694772,null,2,1,6/2/19
534509,481207,null,1,1,5/29/19
534555,162423,null,2,1,6/17/19
534631,823495,null,1,1,5/29/19
535042,324599,null,1,1,6/18/19
535141,795292,null,1,1,6/19/19
535151,147027,null,1,1,6/19/19
535220,615819,null,1,1,6/18/19
535233,122111,null,1,1,5/25/19
535379,688783,null,2,1,6/19/19
535646,392923,null,1,1,4/29/19
535695,754542,null,2,1,5/25/19
535839,629272,null,3,1,6/17/19
536532,655903,null,3,1,5/30/19
537112,97326,null,1,1,6/2/19
537558,748550,null,2,1,5/29/19
537630,473285,null,1,1,6/19/19
537632,735224,null,2,1,6/19/19
537753,166005,null,2,1,4/29/19
538703,658962,null,1,1,4/29/19
538708,266131,null,2,1,5/25/19
538877,826686,null,1,1,4/29/19
538993,826839,null,1,1,6/2/19
539244,852245,null,2,1,5/25/19
539735,535468,null,2,1,4/29/19
539958,795573,null,1,1,4/29/19
539976,374141,null,1,1,6/17/19
540308,759691,null,2,1,5/30/19
540448,751257,null,2,1,6/18/19
540562,283939,null,1,1,6/2/19
540563,213949,null,3,1,6/2/19
540873,770999,null,2,1,5/29/19
541008,359563,null,1,1,6/19/19
541460,705165,null,2,1,5/30/19
541515,778719,null,3,1,5/25/19
542058,827565,null,1,1,6/19/19
542239,398821,null,1,1,6/17/19
542694,8841,null,1,1,6/19/19
542723,263371,null,1,1,6/19/19
542826,535160,null,2,1,5/29/19
542938,700251,null,2,1,6/17/19
543751,804644,null,1,1,6/17/19
544198,395221,null,1,1,5/29/19
544205,41555,null,2,1,5/29/19
544234,616772,null,3,1,5/30/19
544414,242035,null,2,1,6/2/19
544564,678776,null,2,1,6/19/19
544671,224099,null,1,1,6/2/19
544702,409977,null,1,1,6/2/19
545638,544236,null,1,1,5/29/19
545649,837805,null,2,1,5/29/19
545759,709005,null,2,1,5/29/19
545876,329046,null,2,1,4/29/19
545905,856375,null,1,1,5/30/19
545970,754544,null,2,1,5/29/19
546366,702442,null,2,1,5/25/19
546843,604490,null,3,1,6/18/19
547085,632588,null,3,1,5/30/19
547213,594498,null,3,1,5/30/19
547778,855528,null,1,1,5/29/19
547858,741735,null,2,1,4/29/19
548119,848261,null,1,1,5/29/19
548164,140937,null,2,1,5/30/19
548304,509068,null,1,1,6/2/19
548804,694601,null,2,1,6/2/19
549383,141913,null,2,1,5/30/19
549520,122698,null,1,1,4/29/19
549578,771425,null,2,1,6/17/19
549786,766718,null,2,1,5/30/19
549857,113531,null,2,1,6/19/19
549992,616885,null,1,1,6/18/19
550041,92564,null,1,1,4/29/19
550150,539434,null,2,1,6/19/19
550307,319967,null,1,1,6/19/19
550412,360793,null,2,1,6/17/19
550422,289616,null,1,1,6/19/19
550649,585618,null,2,1,6/18/19
550718,487961,null,1,1,5/29/19
550767,696310,null,2,1,6/17/19
550901,625396,null,1,1,6/19/19
550961,123279,null,2,1,5/29/19
551248,122111,null,1,1,5/29/19
551542,57575,null,2,1,6/17/19
551582,266021,null,2,1,6/18/19
551644,575153,null,1,1,6/2/19
551831,122711,null,1,1,4/29/19
551910,604892,null,3,1,5/30/19
552403,135124,null,2,1,5/29/19
553083,58790,null,2,1,6/17/19
553479,747980,null,2,1,4/29/19
553571,372007,null,2,1,6/18/19
553667,520848,null,2,1,6/19/19
553762,372394,null,2,1,6/19/19
553802,751589,null,2,1,5/29/19
554255,486239,null,2,1,6/17/19
554273,39106,null,2,1,5/25/19
554287,618550,null,1,1,5/25/19
554364,167837,null,2,1,6/17/19
554653,326563,null,2,1,6/19/19
554684,547128,null,1,1,6/18/19
555673,525794,null,1,1,6/2/19
555859,472062,null,1,1,4/29/19
555990,694813,null,2,1,6/17/19
556029,573728,null,3,1,6/17/19
556259,751267,null,2,1,6/2/19
556514,6766,null,1,1,6/19/19
556576,85674,null,1,1,4/29/19
556894,767761,null,2,1,5/29/19
557068,514524,null,1,1,5/25/19
557123,26529,null,2,1,5/29/19
557368,771010,null,2,1,6/17/19
557403,232034,null,1,1,6/17/19
557645,577414,null,1,1,6/18/19
557836,771030,null,2,1,6/18/19
558122,151194,null,1,1,4/29/19
558161,252366,null,2,1,6/18/19
558209,116361,null,1,1,4/29/19
558660,763433,null,2,1,4/29/19
558818,129620,null,1,1,6/17/19
559131,695858,null,1,1,4/29/19
559249,48982,null,2,1,4/29/19
559546,294382,null,2,1,4/29/19
559572,121671,null,1,1,4/29/19
559797,645176,null,1,1,4/29/19
559834,304310,null,3,1,4/29/19
559892,58525,null,2,1,6/17/19
559949,501850,null,1,1,6/17/19
560096,722856,null,2,1,6/18/19
560320,43687,null,1,1,5/25/19
560398,595107,null,2,1,5/30/19
560674,598288,null,1,1,6/19/19
560682,480525,null,1,1,6/19/19
560818,762126,null,2,1,6/17/19
560946,573493,null,1,1,4/29/19
561098,154000,null,1,1,4/29/19
561151,366063,null,1,1,5/25/19
561319,509404,null,1,1,5/29/19
561425,380777,null,2,1,5/30/19
561632,451330,null,1,1,5/29/19
561727,502241,null,2,1,5/29/19
561843,542514,null,1,1,4/29/19
561910,606887,null,1,1,5/25/19
562127,137396,null,1,1,6/19/19
562143,265865,null,1,1,6/19/19
562242,718766,null,2,1,6/2/19
562424,283490,null,2,1,6/17/19
562600,504161,null,1,1,6/2/19
562698,116456,null,1,1,4/29/19
562967,474101,null,2,1,6/2/19
562999,125864,null,1,1,5/29/19
563034,769555,null,2,1,6/2/19
563107,851127,null,1,1,5/25/19
563560,288650,null,1,1,5/29/19
563561,130735,null,1,1,5/25/19
563640,275430,null,2,1,6/18/19
563747,371334,null,1,1,6/19/19
564376,281846,null,2,1,6/18/19
564392,26528,null,2,1,6/18/19
564435,143925,null,2,1,6/19/19
564558,255145,null,2,1,6/18/19
564744,638949,null,1,1,5/29/19
564996,713611,null,2,1,6/19/19
564999,526292,null,2,1,6/19/19
565086,224211,null,1,1,5/30/19
565099,57846,null,2,1,6/18/19
565300,735410,null,2,1,4/29/19
565472,238811,null,2,1,5/30/19
565484,125853,null,1,1,5/29/19
565511,132715,null,1,1,4/29/19
565939,48788,null,2,1,5/30/19
566026,315652,null,2,1,5/30/19
566063,767472,null,2,1,6/18/19
566066,722150,null,2,1,6/18/19
566125,755469,null,2,1,6/19/19
566169,41219,null,2,1,6/17/19
566521,50314,null,2,1,4/29/19
566723,532453,null,1,1,6/2/19
566823,502481,null,1,1,6/17/19
566827,318431,null,2,1,6/17/19
566970,853141,null,1,1,6/19/19
566999,360882,null,1,1,5/29/19
567053,465333,null,1,1,6/17/19
567184,689296,null,2,1,6/2/19
567255,689584,null,2,1,5/29/19
567648,79551,null,1,1,5/30/19
567659,211700,null,1,1,5/30/19
567690,759556,null,2,1,6/18/19
568524,389756,null,1,1,6/19/19
568753,853211,null,1,1,6/19/19
568778,258052,null,2,1,6/19/19
569058,219649,null,1,1,5/30/19
569200,211717,null,1,1,5/30/19
569333,713255,null,2,1,6/19/19
569483,181511,null,2,1,5/25/19
569713,800151,null,1,1,6/18/19
569863,118365,null,1,1,5/25/19
570049,286103,null,1,1,5/30/19
570162,636477,null,1,1,5/29/19
570206,564942,null,2,1,5/25/19
570435,784796,null,1,1,6/2/19
570578,727173,null,2,1,6/2/19
570901,223730,null,1,1,5/30/19
570913,742172,null,1,1,6/2/19
571150,286038,null,1,1,5/30/19
571845,318807,null,2,1,6/17/19
571877,210110,null,3,1,4/29/19
571927,123124,null,1,1,4/29/19
572106,119776,null,1,1,4/29/19
572165,633978,null,2,1,4/29/19
572394,276292,null,2,1,6/17/19
572932,317321,null,1,1,5/25/19
572983,289520,null,1,1,5/29/19
573112,359065,null,1,1,6/18/19
573131,795389,null,1,1,5/25/19
573263,712482,null,2,1,6/17/19
573605,150589,null,2,1,6/17/19
573695,774216,null,2,1,6/17/19
573760,569686,null,2,1,4/29/19
573781,720079,null,2,1,4/29/19
573835,370751,null,2,1,4/29/19
573986,245798,null,2,1,5/25/19
574190,21352,null,2,1,5/29/19
574221,739302,null,2,1,5/25/19
574492,150963,null,1,1,5/29/19
574830,112417,null,2,1,6/19/19
574893,386247,null,2,1,6/17/19
575119,709281,null,2,1,6/19/19
575275,249034,null,1,1,6/19/19
575412,214749,null,3,1,6/18/19
575631,765112,null,2,1,5/25/19
575716,763609,null,2,1,6/17/19
576317,113081,null,2,1,6/19/19
576351,257583,null,2,1,6/17/19
576374,771177,null,2,1,6/18/19
576396,65068,null,2,1,4/29/19
576593,702281,null,2,1,6/2/19
576648,503871,null,1,1,6/2/19
577024,705516,null,2,1,6/18/19
577243,614818,null,2,1,6/17/19
577609,710551,null,1,1,6/17/19
577822,545069,null,1,1,6/18/19
578161,31851,null,2,1,5/25/19
578355,69589,null,1,1,6/2/19
578559,745410,null,2,1,6/18/19
578600,505505,null,1,1,6/2/19
578906,348287,null,2,1,5/25/19
578939,775961,null,2,1,5/25/19
578949,346501,null,2,1,5/25/19
579009,763994,null,2,1,5/25/19
579256,683536,null,1,1,5/30/19
579348,514099,null,1,1,5/29/19
579502,570594,null,1,1,4/29/19
579578,638956,null,2,1,6/17/19
579632,138743,null,2,1,6/18/19
579888,594956,null,2,1,4/29/19
579922,745844,null,1,1,6/19/19
580088,347063,null,1,1,6/19/19
580185,768232,null,2,1,6/18/19
580268,635324,null,2,1,5/25/19
580589,517537,null,1,1,5/25/19
580595,183045,null,2,1,5/25/19
580805,597300,null,1,1,6/18/19
580848,837502,null,2,1,6/17/19
580974,234140,null,2,1,4/29/19
580990,59032,null,2,1,4/29/19
581238,480930,null,1,1,6/17/19
581252,120284,null,2,1,6/19/19
581422,730014,null,2,1,5/30/19
581448,739284,null,2,1,5/30/19
581815,63319,null,2,1,6/17/19
581917,247555,null,2,1,6/17/19
582004,53829,null,1,1,6/19/19
582400,125041,null,1,1,4/29/19
582510,813737,null,1,1,6/17/19
582580,802544,null,1,1,4/29/19
582608,125045,null,1,1,4/29/19
582664,448853,null,2,1,4/29/19
582680,722404,null,2,1,4/29/19
582750,269925,null,1,1,6/2/19
583026,862047,null,1,1,6/17/19
583176,409449,null,2,1,6/17/19
583497,152407,null,2,1,5/30/19
583751,775726,null,2,1,6/18/19
583811,519071,null,1,1,6/17/19
583971,734496,null,2,1,6/17/19
584356,398821,null,1,1,6/2/19
584683,10220,null,2,1,6/17/19
584739,344721,null,1,1,6/18/19
584782,485657,null,1,1,4/29/19
584804,144852,null,1,1,4/29/19
584850,145331,null,1,1,5/25/19
585421,456408,null,1,1,6/18/19
585670,721794,null,1,1,5/29/19
586179,230425,null,1,1,6/17/19
586215,292584,null,2,1,6/18/19
586500,164436,null,2,1,6/18/19
587195,380857,null,2,1,5/30/19
587604,482790,null,1,1,6/19/19
587615,682952,null,2,1,6/19/19
587619,273235,null,1,1,6/19/19
587661,481160,null,1,1,6/19/19
587806,47944,null,1,1,6/2/19
588098,685104,null,1,1,6/17/19
588517,242273,null,2,1,6/19/19
588569,751484,null,2,1,5/30/19
588580,312450,null,2,1,5/30/19
588625,532331,null,1,1,4/29/19
588727,150337,null,1,1,6/19/19
588746,854422,null,1,1,6/17/19
589024,242019,null,2,1,6/18/19
589028,136757,null,2,1,6/18/19
589104,119478,null,1,1,4/29/19
589395,791518,null,1,1,5/30/19
589456,64143,null,2,1,6/17/19
589499,672616,null,2,1,6/19/19
589620,682073,null,1,1,6/2/19
589633,772263,null,2,1,6/2/19
589749,376264,null,2,1,4/29/19
589820,460010,null,1,1,6/19/19
589916,576796,null,3,1,6/17/19
590146,704528,null,1,1,5/30/19
590331,695165,null,2,1,4/29/19
590532,766537,null,2,1,5/30/19
590631,288702,null,1,1,5/30/19
590721,775317,null,2,1,6/17/19
590976,104910,null,1,1,5/29/19
591062,404738,null,1,1,6/19/19
591108,587161,null,2,1,5/29/19
591217,499267,null,1,1,6/19/19
591293,8945,null,2,1,4/29/19
591353,505292,null,1,1,6/17/19
591532,113312,null,2,1,5/29/19
591637,38431,null,1,1,5/30/19
591758,772193,null,2,1,6/2/19
592167,483099,null,1,1,6/18/19
592203,166668,null,2,1,6/18/19
592453,261172,null,2,1,5/30/19
592542,33440,null,2,1,5/25/19
592653,755452,null,2,1,5/30/19
593226,777868,null,2,1,6/17/19
593614,257627,null,2,1,6/18/19
594036,291696,null,1,1,6/19/19
594297,510912,null,1,1,4/29/19
594599,835229,null,2,1,5/25/19
594923,59030,null,2,1,6/17/19
595025,653586,null,3,1,5/25/19
595155,143090,null,2,1,6/18/19
595515,10174,null,2,1,5/25/19
595937,370449,null,2,1,4/29/19
596132,776932,null,2,1,6/17/19
596310,847576,null,1,1,6/19/19
596327,600998,null,1,1,4/29/19
596351,502490,null,1,1,4/29/19
596885,627013,null,3,1,6/17/19
596935,587487,null,3,1,6/18/19
596976,758892,null,1,1,6/19/19
597071,48061,null,2,1,6/18/19
597388,854387,null,1,1,6/18/19
597506,649402,null,3,1,4/29/19
597517,573468,null,3,1,6/18/19
597532,196992,null,3,1,6/18/19
597587,755667,null,2,1,6/19/19
597721,246010,null,2,1,5/25/19
597804,7748,null,1,1,5/25/19
597825,275719,null,2,1,5/30/19
597838,681621,null,2,1,5/30/19
597917,563357,null,1,1,5/30/19
598566,690496,null,2,1,4/29/19
598860,314978,null,1,1,4/29/19
599057,364204,null,2,1,5/29/19
599157,744962,null,2,1,6/17/19
599331,605896,null,3,1,4/29/19
599373,495744,null,1,1,5/30/19
600351,37658,null,2,1,4/29/19
600454,744947,null,2,1,6/17/19
